,starting_station,ending_station,count_of_trips,start_lat,start_lng,end_lat,end_lng
69575,5 Ave & W 131 St,Lenox Ave & W 126 St,84,40.81014,-73.93973,40.808442,-73.9452087
74935,6 Ave & 9 St,5 St & 6 Ave,84,40.668127,-73.98377641,40.6704836,-73.98208968
76703,6 Ave & W 33 St,Broadway & W 36 St,84,40.74901271,-73.98848395,40.75097711,-73.98765428
76820,6 Ave & W 33 St,E 23 St & 1 Ave,84,40.74901271,-73.98848395,40.736502,-73.97809472
84175,7 Ave S & Bleecker St,King St & Varick St,84,40.73213896287381,-74.00363802909851,40.72789701409023,-74.00536268949507
86026,8 Ave & W 16 St,W 10 St & Washington St,84,40.740983,-74.001702,40.73342399437081,-74.00851495563984
87141,8 Ave & W 27 St,W 43 St & 10 Ave,84,40.747968,-73.996637,40.76009437,-73.99461843
88544,8 Ave & W 33 St,W 29 St & 9 Ave,84,40.751551,-73.993934,40.7500727,-73.99839279
88570,8 Ave & W 33 St,W 42 St & Dyer Ave,84,40.751551,-73.993934,40.75898481399634,-73.99379968643188
88581,8 Ave & W 33 St,W 50 St & 10 Ave,84,40.751551,-73.993934,40.76473420006519,-73.99194359779358
89055,8 Ave & W 38 St,Hudson St & W 13 St,84,40.754088044,-73.991283298,40.74005708567285,-74.0052741765976
90605,8 Ave & W 52 St,W 54 St & 9 Ave,84,40.76370739,-73.9851615,40.76584941,-73.98690506
92158,9 Ave & W 22 St,W 27 St & 7 Ave,84,40.7454973,-74.00197139,40.746647,-73.993915
106478,Amsterdam Ave & W 73 St,W 106 St & Amsterdam Ave,84,40.77966809007312,-73.98093044757842,40.8008363,-73.9664492472
110172,Atlantic Ave & Furman St,Coffey St & Ferris St,84,40.69165183,-73.9999786,40.67818387977647,-74.0170168876648
112325,Ave D & E 8 St,E 9 St & Avenue C,84,40.72368361,-73.97574813,40.72521311,-73.97768752
112650,Avenue C & E 18 St,E 20 St & FDR Dr,84,40.730563,-73.973984,40.733208626522426,-73.9756813647
113790,Avenue D & E 3 St,E Houston St & Columbia St,84,40.72082834,-73.97793172,40.71978635452822,-73.97871628403664
118100,Bayard St & Leonard St,Devoe St & Lorimer St,84,40.71915571696044,-73.94885390996933,40.71335226222875,-73.9491033554077
122929,Bergen St & Smith St,Lawrence St & Willoughby St,84,40.6867443,-73.99063168,40.69236178,-73.98631746
123317,Bergen St & Vanderbilt Ave,Bergen St & 4 Ave,84,40.6794388,-73.9680438,40.68256425759694,-73.9798977971077
125623,Bialystoker Pl & Delancey St,Allen St & Stanton St,84,40.71622644,-73.98261206,40.722055,-73.989111
133515,Broadway & E 14 St,Broadway & W 41 St,84,40.734428525,-73.991055846,40.75513557,-73.98658032
134106,Broadway & E 14 St,Washington St & Gansevoort St,84,40.73454567,-73.99074142,40.739323,-74.008119
134700,Broadway & E 19 St,W 20 St & 7 Ave,84,40.73882246,-73.989970922,40.74238787,-73.99726235
134902,Broadway & E 21 St,7 Ave S & Bleecker St,84,40.73988840858996,-73.98958593606949,40.73213896287381,-74.00363802909851
135437,Broadway & E 21 St,Sullivan St & Washington Sq,84,40.73988840858996,-73.98958593606949,40.73047747,-73.99906065
137484,Broadway & Morris St,Little West St & 1 Pl,84,40.705945132708806,-74.01321887969969,40.70569254,-74.01677685
142612,Broadway & W 25 St,E 15 St & 3 Ave,84,40.74286877312112,-73.98918628692627,40.734232,-73.986923
143755,Broadway & W 29 St,W 43 St & 10 Ave,84,40.746234179,-73.988707423,40.76009437,-73.99461843
145522,Broadway & W 38 St,W 37 St & 10 Ave,84,40.7529728216068,-73.98734897375107,40.75660359,-73.9979009
146203,Broadway & W 41 St,W 25 St & 6 Ave,84,40.75513557,-73.98658032,40.74395411,-73.99144871
147213,Broadway & W 51 St,W 36 St & 7 Ave,84,40.76228826,-73.98336183,40.752149,-73.989539
